Page,Date,PageViews
Bernie_Sanders,2011-02-21,524.0
Bernie_Sanders,2011-02-22,545.0
Bernie_Sanders,2011-02-23,613.0
Bernie_Sanders,2011-02-24,507.0
Bernie_Sanders,2011-02-25,556.0
Bernie_Sanders,2011-02-26,481.0
Bernie_Sanders,2011-02-27,450.0
Bernie_Sanders,2011-02-28,484.0
Bernie_Sanders,2011-03-01,599.0
Bernie_Sanders,2011-03-02,594.0
Bernie_Sanders,2011-03-03,724.0
Bernie_Sanders,2011-03-04,599.0
Bernie_Sanders,2011-03-05,475.0
Bernie_Sanders,2011-03-06,442.0
Bernie_Sanders,2011-03-07,770.0
Bernie_Sanders,2011-03-08,814.0
Bernie_Sanders,2011-03-09,848.0
Bernie_Sanders,2011-03-10,792.0
Bernie_Sanders,2011-03-11,716.0
Bernie_Sanders,2011-03-12,454.0
Bernie_Sanders,2011-03-13,414.0
Bernie_Sanders,2011-03-14,619.0
Bernie_Sanders,2011-03-15,534.0
Bernie_Sanders,2011-03-16,624.0
Bernie_Sanders,2011-03-17,495.0
Bernie_Sanders,2011-03-18,506.0
Bernie_Sanders,2011-03-19,480.0
Bernie_Sanders,2011-03-20,391.0
Bernie_Sanders,2011-03-21,485.0
Bernie_Sanders,2011-03-22,460.0
Bernie_Sanders,2011-03-23,441.0
Bernie_Sanders,2011-03-24,405.0
Bernie_Sanders,2011-03-25,397.0
Bernie_Sanders,2011-03-26,447.0
Bernie_Sanders,2011-03-27,476.0
Bernie_Sanders,2011-03-28,671.0
Bernie_Sanders,2011-03-29,626.0
Bernie_Sanders,2011-03-30,560.0
Bernie_Sanders,2011-03-31,1746.0
Bernie_Sanders,2011-04-01,1057.0
Bernie_Sanders,2011-04-02,3201.0
Bernie_Sanders,2011-04-03,1781.0
Bernie_Sanders,2011-04-04,1513.0
Bernie_Sanders,2011-04-05,1598.0
Bernie_Sanders,2011-04-06,1428.0
Bernie_Sanders,2011-04-07,1314.0
Bernie_Sanders,2011-04-08,1307.0
Bernie_Sanders,2011-04-09,990.0
Bernie_Sanders,2011-04-10,741.0
Bernie_Sanders,2011-04-11,854.0
Bernie_Sanders,2011-04-12,863.0
Bernie_Sanders,2011-04-13,1345.0
Bernie_Sanders,2011-04-14,1014.0
Bernie_Sanders,2011-04-15,807.0
Bernie_Sanders,2011-04-16,573.0
Bernie_Sanders,2011-04-17,868.0
Bernie_Sanders,2011-04-18,1322.0
Bernie_Sanders,2011-04-19,1016.0
Bernie_Sanders,2011-04-20,656.0
Bernie_Sanders,2011-04-21,615.0
Bernie_Sanders,2011-04-22,602.0
Bernie_Sanders,2011-04-23,482.0
Bernie_Sanders,2011-04-24,461.0
Bernie_Sanders,2011-04-25,571.0
Bernie_Sanders,2011-04-26,926.0
Bernie_Sanders,2011-04-27,989.0
Bernie_Sanders,2011-04-28,7005.0
Bernie_Sanders,2011-04-29,3643.0
Bernie_Sanders,2011-04-30,1321.0
Bernie_Sanders,2011-05-01,1077.0
Bernie_Sanders,2011-05-02,935.0
Bernie_Sanders,2011-05-03,890.0
Bernie_Sanders,2011-05-04,859.0
Bernie_Sanders,2011-05-05,669.0
Bernie_Sanders,2011-05-06,650.0
Bernie_Sanders,2011-05-07,468.0
Bernie_Sanders,2011-05-08,369.0
Bernie_Sanders,2011-05-09,430.0
Bernie_Sanders,2011-05-10,281.0
Bernie_Sanders,2011-05-11,707.0
Bernie_Sanders,2011-05-12,1025.0
Bernie_Sanders,2011-05-13,743.0
Bernie_Sanders,2011-05-14,566.0
Bernie_Sanders,2011-05-15,547.0
Bernie_Sanders,2011-05-16,656.0
Bernie_Sanders,2011-05-17,643.0
Bernie_Sanders,2011-05-18,596.0
Bernie_Sanders,2011-05-19,1104.0
Bernie_Sanders,2011-05-20,822.0
Bernie_Sanders,2011-05-21,471.0
Bernie_Sanders,2011-05-22,468.0
Bernie_Sanders,2011-05-23,498.0
Bernie_Sanders,2011-05-24,599.0
Bernie_Sanders,2011-05-25,681.0
Bernie_Sanders,2011-05-26,791.0
Bernie_Sanders,2011-05-27,673.0
Bernie_Sanders,2011-05-28,477.0
Bernie_Sanders,2011-05-29,431.0
Bernie_Sanders,2011-05-30,402.0
Bernie_Sanders,2011-05-31,519.0
Bernie_Sanders,2011-06-01,544.0
Bernie_Sanders,2011-06-02,540.0
Bernie_Sanders,2011-06-03,718.0
Bernie_Sanders,2011-06-04,602.0
Bernie_Sanders,2011-06-05,416.0
Bernie_Sanders,2011-06-06,543.0
Bernie_Sanders,2011-06-07,609.0
Bernie_Sanders,2011-06-08,665.0
Bernie_Sanders,2011-06-09,581.0
Bernie_Sanders,2011-06-10,458.0
Bernie_Sanders,2011-06-11,413.0
Bernie_Sanders,2011-06-12,454.0
Bernie_Sanders,2011-06-13,441.0
Bernie_Sanders,2011-06-14,423.0
Bernie_Sanders,2011-06-15,525.0
Bernie_Sanders,2011-06-16,1102.0
Bernie_Sanders,2011-06-17,595.0
Bernie_Sanders,2011-06-18,397.0
Bernie_Sanders,2011-06-19,335.0
Bernie_Sanders,2011-06-20,426.0
Bernie_Sanders,2011-06-21,645.0
Bernie_Sanders,2011-06-22,739.0
Bernie_Sanders,2011-06-23,748.0
Bernie_Sanders,2011-06-24,675.0
Bernie_Sanders,2011-06-25,461.0
Bernie_Sanders,2011-06-26,711.0
Bernie_Sanders,2011-06-27,1077.0
Bernie_Sanders,2011-06-28,2067.0
Bernie_Sanders,2011-06-29,1454.0
Bernie_Sanders,2011-06-30,958.0
Bernie_Sanders,2011-07-01,678.0
Bernie_Sanders,2011-07-02,533.0
Bernie_Sanders,2011-07-03,435.0
Bernie_Sanders,2011-07-04,464.0
Bernie_Sanders,2011-07-05,513.0
Bernie_Sanders,2011-07-06,630.0
Bernie_Sanders,2011-07-07,655.0
Bernie_Sanders,2011-07-08,903.0
Bernie_Sanders,2011-07-09,728.0
Bernie_Sanders,2011-07-10,627.0
Bernie_Sanders,2011-07-11,646.0
Bernie_Sanders,2011-07-12,749.0
Bernie_Sanders,2011-07-13,610.0
Bernie_Sanders,2011-07-14,870.0
Bernie_Sanders,2011-07-15,727.0
Bernie_Sanders,2011-07-16,607.0
Bernie_Sanders,2011-07-17,734.0
Bernie_Sanders,2011-07-18,696.0
Bernie_Sanders,2011-07-19,662.0
Bernie_Sanders,2011-07-20,997.0
Bernie_Sanders,2011-07-21,1682.0
Bernie_Sanders,2011-07-22,1780.0
Bernie_Sanders,2011-07-23,1011.0
Bernie_Sanders,2011-07-24,986.0
Bernie_Sanders,2011-07-25,1532.0
Bernie_Sanders,2011-07-26,1758.0
Bernie_Sanders,2011-07-27,1252.0
Bernie_Sanders,2011-07-28,1150.0
Bernie_Sanders,2011-07-29,1743.0
Bernie_Sanders,2011-07-30,1309.0
Bernie_Sanders,2011-07-31,1623.0
Bernie_Sanders,2011-08-01,2176.0
Bernie_Sanders,2011-08-02,2459.0
Bernie_Sanders,2011-08-03,1603.0
Bernie_Sanders,2011-08-04,1088.0
Bernie_Sanders,2011-08-05,1531.0
Bernie_Sanders,2011-08-06,1029.0
Bernie_Sanders,2011-08-07,914.0
Bernie_Sanders,2011-08-08,958.0
Bernie_Sanders,2011-08-09,1421.0
Bernie_Sanders,2011-08-10,1071.0
Bernie_Sanders,2011-08-11,876.0
Bernie_Sanders,2011-08-12,821.0
Bernie_Sanders,2011-08-13,589.0
Bernie_Sanders,2011-08-14,747.0
Bernie_Sanders,2011-08-15,736.0
Bernie_Sanders,2011-08-16,765.0
Bernie_Sanders,2011-08-17,700.0
Bernie_Sanders,2011-08-18,794.0
Bernie_Sanders,2011-08-19,1699.0
Bernie_Sanders,2011-08-20,649.0
Bernie_Sanders,2011-08-21,627.0
Bernie_Sanders,2011-08-22,746.0
Bernie_Sanders,2011-08-23,741.0
Bernie_Sanders,2011-08-24,752.0
Bernie_Sanders,2011-08-25,498.0
Bernie_Sanders,2011-08-26,1055.0
Bernie_Sanders,2011-08-27,741.0
Bernie_Sanders,2011-08-28,544.0
Bernie_Sanders,2011-08-29,689.0
Bernie_Sanders,2011-08-30,819.0
Bernie_Sanders,2011-08-31,879.0
Bernie_Sanders,2011-09-01,883.0
Bernie_Sanders,2011-09-02,634.0
Bernie_Sanders,2011-09-03,507.0
Bernie_Sanders,2011-09-04,475.0
Bernie_Sanders,2011-09-05,463.0
Bernie_Sanders,2011-09-06,585.0
Bernie_Sanders,2011-09-07,499.0
Bernie_Sanders,2011-09-08,648.0
Bernie_Sanders,2011-09-09,764.0
Bernie_Sanders,2011-09-10,376.0
Bernie_Sanders,2011-09-11,330.0
Bernie_Sanders,2011-09-12,375.0
Bernie_Sanders,2011-09-13,440.0
Bernie_Sanders,2011-09-14,840.0
Bernie_Sanders,2011-09-15,942.0
Bernie_Sanders,2011-09-16,698.0
Bernie_Sanders,2011-09-17,577.0
Bernie_Sanders,2011-09-18,512.0
Bernie_Sanders,2011-09-19,562.0
Bernie_Sanders,2011-09-20,622.0
Bernie_Sanders,2011-09-21,723.0
Bernie_Sanders,2011-09-22,580.0
Bernie_Sanders,2011-09-23,557.0
Bernie_Sanders,2011-09-24,489.0
Bernie_Sanders,2011-09-25,411.0
Bernie_Sanders,2011-09-26,506.0
Bernie_Sanders,2011-09-27,529.0
Bernie_Sanders,2011-09-28,535.0
Bernie_Sanders,2011-09-29,531.0
Bernie_Sanders,2011-09-30,904.0
Bernie_Sanders,2011-10-01,593.0
Bernie_Sanders,2011-10-02,623.0
Bernie_Sanders,2011-10-03,659.0
Bernie_Sanders,2011-10-04,1553.0
Bernie_Sanders,2011-10-05,1140.0
Bernie_Sanders,2011-10-06,928.0
Bernie_Sanders,2011-10-07,942.0
Bernie_Sanders,2011-10-08,614.0
Bernie_Sanders,2011-10-09,693.0
Bernie_Sanders,2011-10-10,676.0
Bernie_Sanders,2011-10-11,716.0
Bernie_Sanders,2011-10-12,1103.0
Bernie_Sanders,2011-10-13,848.0
Bernie_Sanders,2011-10-14,717.0
Bernie_Sanders,2011-10-15,527.0
Bernie_Sanders,2011-10-16,500.0
Bernie_Sanders,2011-10-17,707.0
Bernie_Sanders,2011-10-18,1061.0
Bernie_Sanders,2011-10-19,1063.0
Bernie_Sanders,2011-10-20,905.0
Bernie_Sanders,2011-10-21,837.0
Bernie_Sanders,2011-10-22,613.0
Bernie_Sanders,2011-10-23,545.0
Bernie_Sanders,2011-10-24,677.0
Bernie_Sanders,2011-10-25,794.0
Bernie_Sanders,2011-10-26,762.0
Bernie_Sanders,2011-10-27,705.0
Bernie_Sanders,2011-10-28,651.0
Bernie_Sanders,2011-10-29,629.0
Bernie_Sanders,2011-10-30,455.0
Bernie_Sanders,2011-10-31,582.0
Bernie_Sanders,2011-11-01,564.0
Bernie_Sanders,2011-11-02,863.0
Bernie_Sanders,2011-11-03,924.0
Bernie_Sanders,2011-11-04,736.0
Bernie_Sanders,2011-11-05,476.0
Bernie_Sanders,2011-11-06,503.0
Bernie_Sanders,2011-11-07,578.0
Bernie_Sanders,2011-11-08,632.0
Bernie_Sanders,2011-11-09,716.0
Bernie_Sanders,2011-11-10,709.0
Bernie_Sanders,2011-11-11,591.0
Bernie_Sanders,2011-11-12,484.0
Bernie_Sanders,2011-11-13,398.0
Bernie_Sanders,2011-11-14,750.0
Bernie_Sanders,2011-11-15,586.0
Bernie_Sanders,2011-11-16,608.0
Bernie_Sanders,2011-11-17,771.0
Bernie_Sanders,2011-11-18,969.0
Bernie_Sanders,2011-11-19,1121.0
Bernie_Sanders,2011-11-20,1870.0
Bernie_Sanders,2011-11-21,3124.0
Bernie_Sanders,2011-11-22,2714.0
Bernie_Sanders,2011-11-23,1301.0
Bernie_Sanders,2011-11-24,628.0
Bernie_Sanders,2011-11-25,569.0
Bernie_Sanders,2011-11-26,579.0
Bernie_Sanders,2011-11-27,574.0
Bernie_Sanders,2011-11-28,846.0
Bernie_Sanders,2011-11-29,831.0
Bernie_Sanders,2011-11-30,936.0
Bernie_Sanders,2011-12-01,849.0
Bernie_Sanders,2011-12-02,684.0
Bernie_Sanders,2011-12-03,737.0
Bernie_Sanders,2011-12-04,588.0
Bernie_Sanders,2011-12-05,694.0
Bernie_Sanders,2011-12-06,666.0
Bernie_Sanders,2011-12-07,672.0
Bernie_Sanders,2011-12-08,871.0
Bernie_Sanders,2011-12-09,2163.0
Bernie_Sanders,2011-12-10,1392.0
Bernie_Sanders,2011-12-11,1704.0
Bernie_Sanders,2011-12-12,1237.0
Bernie_Sanders,2011-12-13,1253.0
Bernie_Sanders,2011-12-14,994.0
Bernie_Sanders,2011-12-15,939.0
Bernie_Sanders,2011-12-16,1152.0
Bernie_Sanders,2011-12-17,744.0
Bernie_Sanders,2011-12-18,600.0
Bernie_Sanders,2011-12-19,627.0
Bernie_Sanders,2011-12-20,693.0
Bernie_Sanders,2011-12-21,679.0
Bernie_Sanders,2011-12-22,686.0
Bernie_Sanders,2011-12-23,46.0
Bernie_Sanders,2011-12-24,
Bernie_Sanders,2011-12-25,
Bernie_Sanders,2011-12-26,179.0
Bernie_Sanders,2011-12-27,564.0
Bernie_Sanders,2011-12-28,705.0
Bernie_Sanders,2011-12-29,622.0
Bernie_Sanders,2011-12-30,532.0
Bernie_Sanders,2011-12-31,477.0
Bernie_Sanders,2012-01-01,464.0
Bernie_Sanders,2012-01-02,603.0
Bernie_Sanders,2012-01-03,844.0
Bernie_Sanders,2012-01-04,3169.0
Bernie_Sanders,2012-01-05,2548.0
Bernie_Sanders,2012-01-06,1246.0
Bernie_Sanders,2012-01-07,969.0
Bernie_Sanders,2012-01-08,882.0
Bernie_Sanders,2012-01-09,919.0
Bernie_Sanders,2012-01-10,906.0
Bernie_Sanders,2012-01-11,1084.0
Bernie_Sanders,2012-01-12,979.0
Bernie_Sanders,2012-01-13,767.0
Bernie_Sanders,2012-01-14,705.0
Bernie_Sanders,2012-01-15,839.0
Bernie_Sanders,2012-01-16,760.0
Bernie_Sanders,2012-01-17,840.0
Bernie_Sanders,2012-01-18,730.0
Bernie_Sanders,2012-01-19,765.0
Bernie_Sanders,2012-01-20,919.0
Bernie_Sanders,2012-01-21,4483.0
Bernie_Sanders,2012-01-22,2745.0
Bernie_Sanders,2012-01-23,2172.0
Bernie_Sanders,2012-01-24,2600.0
Bernie_Sanders,2012-01-25,2844.0
Bernie_Sanders,2012-01-26,2027.0
Bernie_Sanders,2012-01-27,1438.0
Bernie_Sanders,2012-01-28,911.0
Bernie_Sanders,2012-01-29,921.0
Bernie_Sanders,2012-01-30,973.0
Bernie_Sanders,2012-01-31,962.0
Bernie_Sanders,2012-02-01,913.0
Bernie_Sanders,2012-02-02,944.0
Bernie_Sanders,2012-02-03,908.0
Bernie_Sanders,2012-02-04,623.0
Bernie_Sanders,2012-02-05,657.0
Bernie_Sanders,2012-02-06,662.0
Bernie_Sanders,2012-02-07,678.0
Bernie_Sanders,2012-02-08,697.0
Bernie_Sanders,2012-02-09,844.0
Bernie_Sanders,2012-02-10,638.0
Bernie_Sanders,2012-02-11,526.0
Bernie_Sanders,2012-02-12,511.0
Bernie_Sanders,2012-02-13,586.0
Bernie_Sanders,2012-02-14,747.0
Bernie_Sanders,2012-02-15,592.0
Bernie_Sanders,2012-02-16,646.0
Bernie_Sanders,2012-02-17,648.0
Bernie_Sanders,2012-02-18,478.0
Bernie_Sanders,2012-02-19,525.0
Bernie_Sanders,2012-02-20,663.0
Bernie_Sanders,2012-02-21,624.0
Bernie_Sanders,2012-02-22,856.0
Bernie_Sanders,2012-02-23,724.0
Bernie_Sanders,2012-02-24,635.0
Bernie_Sanders,2012-02-25,502.0
Bernie_Sanders,2012-02-26,476.0
Bernie_Sanders,2012-02-27,563.0
Bernie_Sanders,2012-02-28,1000.0
Bernie_Sanders,2012-02-29,916.0
Bernie_Sanders,2012-03-01,990.0
Bernie_Sanders,2012-03-02,821.0
Bernie_Sanders,2012-03-03,554.0
Bernie_Sanders,2012-03-04,582.0
Bernie_Sanders,2012-03-05,679.0
Bernie_Sanders,2012-03-06,938.0
Bernie_Sanders,2012-03-07,1033.0
Bernie_Sanders,2012-03-08,849.0
Bernie_Sanders,2012-03-09,855.0
Bernie_Sanders,2012-03-10,1580.0
Bernie_Sanders,2012-03-11,4576.0
Bernie_Sanders,2012-03-12,1030.0
Bernie_Sanders,2012-03-13,514.0
Bernie_Sanders,2012-03-14,523.0
Bernie_Sanders,2012-03-15,568.0
Bernie_Sanders,2012-03-16,487.0
Bernie_Sanders,2012-03-17,388.0
Bernie_Sanders,2012-03-18,386.0
Bernie_Sanders,2012-03-19,496.0
Bernie_Sanders,2012-03-20,513.0
Bernie_Sanders,2012-03-21,495.0
Bernie_Sanders,2012-03-22,533.0
Bernie_Sanders,2012-03-23,455.0
Bernie_Sanders,2012-03-24,266.0
Bernie_Sanders,2012-03-25,412.0
Bernie_Sanders,2012-03-26,455.0
Bernie_Sanders,2012-03-27,490.0
Bernie_Sanders,2012-03-28,483.0
Bernie_Sanders,2012-03-29,495.0
Bernie_Sanders,2012-03-30,448.0
Bernie_Sanders,2012-03-31,380.0
Bernie_Sanders,2012-04-01,336.0
Bernie_Sanders,2012-04-02,392.0
Bernie_Sanders,2012-04-03,419.0
Bernie_Sanders,2012-04-04,454.0
Bernie_Sanders,2012-04-05,443.0
Bernie_Sanders,2012-04-06,363.0
Bernie_Sanders,2012-04-07,358.0
Bernie_Sanders,2012-04-08,322.0
Bernie_Sanders,2012-04-09,428.0
Bernie_Sanders,2012-04-10,417.0
Bernie_Sanders,2012-04-11,601.0
Bernie_Sanders,2012-04-12,816.0
Bernie_Sanders,2012-04-13,545.0
Bernie_Sanders,2012-04-14,631.0
Bernie_Sanders,2012-04-15,426.0
Bernie_Sanders,2012-04-16,562.0
Bernie_Sanders,2012-04-17,1333.0
Bernie_Sanders,2012-04-18,646.0
Bernie_Sanders,2012-04-19,606.0
Bernie_Sanders,2012-04-20,509.0
Bernie_Sanders,2012-04-21,362.0
Bernie_Sanders,2012-04-22,520.0
Bernie_Sanders,2012-04-23,588.0
Bernie_Sanders,2012-04-24,532.0
Bernie_Sanders,2012-04-25,528.0
Bernie_Sanders,2012-04-26,705.0
Bernie_Sanders,2012-04-27,510.0
Bernie_Sanders,2012-04-28,347.0
Bernie_Sanders,2012-04-29,435.0
Bernie_Sanders,2012-04-30,508.0
Bernie_Sanders,2012-05-01,570.0
Bernie_Sanders,2012-05-02,520.0
Bernie_Sanders,2012-05-03,589.0
Bernie_Sanders,2012-05-04,486.0
Bernie_Sanders,2012-05-05,407.0
Bernie_Sanders,2012-05-06,426.0
Bernie_Sanders,2012-05-07,491.0
Bernie_Sanders,2012-05-08,648.0
Bernie_Sanders,2012-05-09,590.0
Bernie_Sanders,2012-05-10,511.0
Bernie_Sanders,2012-05-11,561.0
Bernie_Sanders,2012-05-12,417.0
Bernie_Sanders,2012-05-13,366.0
Bernie_Sanders,2012-05-14,422.0
Bernie_Sanders,2012-05-15,674.0
Bernie_Sanders,2012-05-16,732.0
Bernie_Sanders,2012-05-17,883.0
Bernie_Sanders,2012-05-18,662.0
Bernie_Sanders,2012-05-19,389.0
Bernie_Sanders,2012-05-20,382.0
Bernie_Sanders,2012-05-21,474.0
Bernie_Sanders,2012-05-22,532.0
Bernie_Sanders,2012-05-23,532.0
Bernie_Sanders,2012-05-24,632.0
Bernie_Sanders,2012-05-25,502.0
Bernie_Sanders,2012-05-26,461.0
Bernie_Sanders,2012-05-27,341.0
Bernie_Sanders,2012-05-28,356.0
Bernie_Sanders,2012-05-29,387.0
Bernie_Sanders,2012-05-30,456.0
Bernie_Sanders,2012-05-31,475.0
Bernie_Sanders,2012-06-01,434.0
Bernie_Sanders,2012-06-02,338.0
Bernie_Sanders,2012-06-03,493.0
Bernie_Sanders,2012-06-04,428.0
Bernie_Sanders,2012-06-05,555.0
Bernie_Sanders,2012-06-06,531.0
Bernie_Sanders,2012-06-07,955.0
Bernie_Sanders,2012-06-08,552.0
Bernie_Sanders,2012-06-09,371.0
Bernie_Sanders,2012-06-10,473.0
Bernie_Sanders,2012-06-11,627.0
Bernie_Sanders,2012-06-12,537.0
Bernie_Sanders,2012-06-13,1295.0
Bernie_Sanders,2012-06-14,789.0
Bernie_Sanders,2012-06-15,790.0
Bernie_Sanders,2012-06-16,554.0
Bernie_Sanders,2012-06-17,717.0
Bernie_Sanders,2012-06-18,860.0
Bernie_Sanders,2012-06-19,994.0
Bernie_Sanders,2012-06-20,963.0
Bernie_Sanders,2012-06-21,788.0
Bernie_Sanders,2012-06-22,706.0
Bernie_Sanders,2012-06-23,529.0
Bernie_Sanders,2012-06-24,412.0
Bernie_Sanders,2012-06-25,575.0
Bernie_Sanders,2012-06-26,812.0
Bernie_Sanders,2012-06-27,880.0
Bernie_Sanders,2012-06-28,1213.0
Bernie_Sanders,2012-06-29,978.0
Bernie_Sanders,2012-06-30,717.0
Bernie_Sanders,2012-07-01,727.0
Bernie_Sanders,2012-07-02,738.0
Bernie_Sanders,2012-07-03,849.0
Bernie_Sanders,2012-07-04,671.0
Bernie_Sanders,2012-07-05,883.0
Bernie_Sanders,2012-07-06,776.0
Bernie_Sanders,2012-07-07,513.0
Bernie_Sanders,2012-07-08,627.0
Bernie_Sanders,2012-07-09,795.0
Bernie_Sanders,2012-07-10,728.0
Bernie_Sanders,2012-07-11,699.0
Bernie_Sanders,2012-07-12,671.0
Bernie_Sanders,2012-07-13,581.0
Bernie_Sanders,2012-07-14,454.0
Bernie_Sanders,2012-07-15,422.0
Bernie_Sanders,2012-07-16,546.0
Bernie_Sanders,2012-07-17,714.0
Bernie_Sanders,2012-07-18,729.0
Bernie_Sanders,2012-07-19,558.0
Bernie_Sanders,2012-07-20,569.0
Bernie_Sanders,2012-07-21,508.0
Bernie_Sanders,2012-07-22,400.0
Bernie_Sanders,2012-07-23,583.0
Bernie_Sanders,2012-07-24,665.0
Bernie_Sanders,2012-07-25,1121.0
Bernie_Sanders,2012-07-26,791.0
Bernie_Sanders,2012-07-27,572.0
Bernie_Sanders,2012-07-28,452.0
Bernie_Sanders,2012-07-29,410.0
Bernie_Sanders,2012-07-30,577.0
Bernie_Sanders,2012-07-31,599.0
Bernie_Sanders,2012-08-01,652.0
Bernie_Sanders,2012-08-02,558.0
Bernie_Sanders,2012-08-03,538.0
Bernie_Sanders,2012-08-04,389.0
Bernie_Sanders,2012-08-05,426.0
Bernie_Sanders,2012-08-06,482.0
Bernie_Sanders,2012-08-07,1943.0
Bernie_Sanders,2012-08-08,2061.0
Bernie_Sanders,2012-08-09,980.0
Bernie_Sanders,2012-08-10,676.0
Bernie_Sanders,2012-08-11,685.0
Bernie_Sanders,2012-08-12,743.0
Bernie_Sanders,2012-08-13,989.0
Bernie_Sanders,2012-08-14,1232.0
Bernie_Sanders,2012-08-15,870.0
Bernie_Sanders,2012-08-16,715.0
Bernie_Sanders,2012-08-17,618.0
Bernie_Sanders,2012-08-18,512.0
Bernie_Sanders,2012-08-19,520.0
Bernie_Sanders,2012-08-20,576.0
Bernie_Sanders,2012-08-21,680.0
Bernie_Sanders,2012-08-22,745.0
Bernie_Sanders,2012-08-23,687.0
Bernie_Sanders,2012-08-24,554.0
Bernie_Sanders,2012-08-25,493.0
Bernie_Sanders,2012-08-26,578.0
Bernie_Sanders,2012-08-27,896.0
Bernie_Sanders,2012-08-28,798.0
Bernie_Sanders,2012-08-29,770.0
Bernie_Sanders,2012-08-30,899.0
Bernie_Sanders,2012-08-31,1336.0
Bernie_Sanders,2012-09-01,665.0
Bernie_Sanders,2012-09-02,686.0
Bernie_Sanders,2012-09-03,1308.0
Bernie_Sanders,2012-09-04,1158.0
Bernie_Sanders,2012-09-05,1095.0
Bernie_Sanders,2012-09-06,1066.0
Bernie_Sanders,2012-09-07,960.0
Bernie_Sanders,2012-09-08,1382.0
Bernie_Sanders,2012-09-09,1776.0
Bernie_Sanders,2012-09-10,1596.0
Bernie_Sanders,2012-09-11,1155.0
Bernie_Sanders,2012-09-12,702.0
Bernie_Sanders,2012-09-13,758.0
Bernie_Sanders,2012-09-14,779.0
Bernie_Sanders,2012-09-15,570.0
Bernie_Sanders,2012-09-16,514.0
Bernie_Sanders,2012-09-17,647.0
Bernie_Sanders,2012-09-18,717.0
Bernie_Sanders,2012-09-19,1387.0
Bernie_Sanders,2012-09-20,831.0
Bernie_Sanders,2012-09-21,922.0
Bernie_Sanders,2012-09-22,1043.0
Bernie_Sanders,2012-09-23,721.0
Bernie_Sanders,2012-09-24,775.0
Bernie_Sanders,2012-09-25,793.0
Bernie_Sanders,2012-09-26,658.0
Bernie_Sanders,2012-09-27,661.0
Bernie_Sanders,2012-09-28,656.0
Bernie_Sanders,2012-09-29,638.0
Bernie_Sanders,2012-09-30,990.0
Bernie_Sanders,2012-10-01,935.0
Bernie_Sanders,2012-10-02,829.0
Bernie_Sanders,2012-10-03,803.0
Bernie_Sanders,2012-10-04,1259.0
Bernie_Sanders,2012-10-05,719.0
Bernie_Sanders,2012-10-06,662.0
Bernie_Sanders,2012-10-07,568.0
Bernie_Sanders,2012-10-08,740.0
Bernie_Sanders,2012-10-09,738.0
Bernie_Sanders,2012-10-10,690.0
Bernie_Sanders,2012-10-11,680.0
Bernie_Sanders,2012-10-12,664.0
Bernie_Sanders,2012-10-13,571.0
Bernie_Sanders,2012-10-14,657.0
Bernie_Sanders,2012-10-15,865.0
Bernie_Sanders,2012-10-16,785.0
Bernie_Sanders,2012-10-17,856.0
Bernie_Sanders,2012-10-18,823.0
Bernie_Sanders,2012-10-19,814.0
Bernie_Sanders,2012-10-20,569.0
Bernie_Sanders,2012-10-21,687.0
Bernie_Sanders,2012-10-22,829.0
Bernie_Sanders,2012-10-23,920.0
Bernie_Sanders,2012-10-24,948.0
Bernie_Sanders,2012-10-25,863.0
Bernie_Sanders,2012-10-26,991.0
Bernie_Sanders,2012-10-27,790.0
Bernie_Sanders,2012-10-28,797.0
Bernie_Sanders,2012-10-29,839.0
Bernie_Sanders,2012-10-30,760.0
Bernie_Sanders,2012-10-31,731.0
Bernie_Sanders,2012-11-01,865.0
Bernie_Sanders,2012-11-02,1059.0
Bernie_Sanders,2012-11-03,975.0
Bernie_Sanders,2012-11-04,1137.0
Bernie_Sanders,2012-11-05,1518.0
Bernie_Sanders,2012-11-06,2405.0
Bernie_Sanders,2012-11-07,23827.0
Bernie_Sanders,2012-11-08,4481.0
Bernie_Sanders,2012-11-09,3205.0
Bernie_Sanders,2012-11-10,1400.0
Bernie_Sanders,2012-11-11,1327.0
Bernie_Sanders,2012-11-12,1316.0
Bernie_Sanders,2012-11-13,1295.0
Bernie_Sanders,2012-11-14,1346.0
Bernie_Sanders,2012-11-15,1145.0
Bernie_Sanders,2012-11-16,1228.0
Bernie_Sanders,2012-11-17,890.0
Bernie_Sanders,2012-11-18,829.0
Bernie_Sanders,2012-11-19,797.0
Bernie_Sanders,2012-11-20,912.0
Bernie_Sanders,2012-11-21,1169.0
Bernie_Sanders,2012-11-22,450.0
Bernie_Sanders,2012-11-23,465.0
Bernie_Sanders,2012-11-24,460.0
Bernie_Sanders,2012-11-25,547.0
Bernie_Sanders,2012-11-26,654.0
Bernie_Sanders,2012-11-27,1065.0
Bernie_Sanders,2012-11-28,1031.0
Bernie_Sanders,2012-11-29,824.0
Bernie_Sanders,2012-11-30,1283.0
Bernie_Sanders,2012-12-01,548.0
Bernie_Sanders,2012-12-02,571.0
Bernie_Sanders,2012-12-03,637.0
Bernie_Sanders,2012-12-04,757.0
Bernie_Sanders,2012-12-05,901.0
Bernie_Sanders,2012-12-06,781.0
Bernie_Sanders,2012-12-07,690.0
Bernie_Sanders,2012-12-08,898.0
Bernie_Sanders,2012-12-09,612.0
Bernie_Sanders,2012-12-10,933.0
Bernie_Sanders,2012-12-11,803.0
Bernie_Sanders,2012-12-12,811.0
